Paths,GB2014,GB2015,GB2016,US2014,US2015,US2016
Path694,0.02515323,0.03682977,0.02737225,0.0156661,0.02427642,0.02427642
Path695,0.01777373,0.02982941,0.04748155,0.01340001,0.03267809,0.03267809
Path696,0.01245043,0.01125372,0.004141994,0.008856881,0.01208294,0.01208294
Path697,0.003529686,0.01223001,0.000262352,-0.003867033,0.006746956,0.006746956
Path698,0.005732568,0.01330278,0.00881962,-0.001304312,0.01429176,0.01429176
Path699,0.00997025,0.01755695,0.01969907,0.002636838,0.01112857,0.01112857
Path700,0.007853093,0.003691112,0.01977087,0.001544392,0.003048514,0.003048514
Path701,0.0201992,0.02508429,0.02672541,0.0169279,0.0162708,0.0162708
Path702,0.007791209,0.02099761,0.0333839,0.007561913,0.01501055,0.01501055
Path703,0.01633124,0.02476564,0.04161751,0.0043785,0.01412607,0.01412607
Path704,0.0169046,0.01889257,0.05962809,0.01821249,0.02375448,0.02375448
Path705,0.01221526,0.02481693,0.01897794,0.01532293,0.02496459,0.02496459
Path706,0.02066486,0.04591225,0.05009684,0.02608774,0.05114671,0.05114671
Path707,0.03345529,0.01955236,0.03224135,0.02390881,0.02248272,0.02248272
Path708,0.02564088,0.0331451,0.01992516,0.03820117,0.04212896,0.04212896
Path709,0.01214469,0.0195673,0.007594139,0.01229483,0.02590872,0.02590872
Path710,0.0376558,0.03844433,0.02385761,0.02818834,0.03788104,0.03788104
Path711,0.03650472,0.03605921,0.03270537,0.01561809,0.03191069,0.03191069
Path712,0.01962898,0.04184742,0.03512519,0.02883769,0.05574857,0.05574857
Path713,0.01795411,0.02866723,0.02105285,0.01924758,0.02328216,0.02328216
Path714,0.02058477,0.03759759,0.04364647,0.01723089,0.02856519,0.02856519
Path715,0.008152259,-0.002047988,-0.002337191,0.005226853,-0.008758648,-0.008758648
Path716,0.03097411,0.03311811,0.03552014,0.01432877,0.02342619,0.02342619
Path717,0.02475032,0.0387089,0.04629607,0.01035109,0.0204178,0.0204178
Path718,0.006618205,0.01552818,0.01383754,0.004641886,0.01944962,0.01944962
Path719,0.007830438,0.0181153,0.0208371,0.004822892,0.01885971,0.01885971
Path720,0.02150205,0.04609652,0.03904377,0.02711469,0.06918971,0.06918971
Path721,0.001452633,0.04281016,0.03057899,0.006908108,0.03427273,0.03427273
Path722,0.04282769,0.03017735,0.02456454,0.03844124,0.02218451,0.02218451
Path723,0.04331999,0.07458994,0.06788251,0.05649388,0.05707697,0.05707697
Path724,0.004242632,0.0219464,0.02223692,0.01500859,0.02727164,0.02727164
Path725,0.01028767,0.009340233,0.02774974,0.0139092,-0.005754956,-0.005754956
Path726,-0.002220975,0.01576253,0.03323455,-0.005213994,0.01442112,0.01442112
Path727,0.02924024,0.043379,0.04281821,0.03366024,0.05813464,0.05813464
Path728,0.01164903,0.02355598,0.04673922,0.005352871,0.01455578,0.01455578
Path729,0.03667637,0.02297876,0.009080199,0.03556365,0.01490251,0.01490251
Path730,0.01991861,0.03677432,0.05819552,0.01209586,0.0193705,0.0193705
Path731,0.008315753,0.02934175,0.02463829,0.01576587,0.02935348,0.02935348
Path732,0.008536915,0.03807241,0.04509332,0.00783505,0.02406293,0.02406293
Path733,0.01967445,0.02420785,0.02586556,0.01593287,0.01839117,0.01839117
Path734,0.04786615,0.03974592,0.0537402,0.0414907,0.03080071,0.03080071
Path735,0.00702687,0.03882356,0.02978682,-0.004050854,0.03035646,0.03035646
Path736,-0.000163686,0.01469521,0.02993035,0.006273303,0.008536203,0.008536203
Path737,0.02678136,0.01807225,0.01029116,0.01985283,0.009145017,0.009145017
Path738,0.01756919,0.002764401,0.03072558,0.01258873,0.000402665,0.000402665
Path739,0.01535028,0.05124869,0.05970503,0.02474711,0.04877849,0.04877849
Path740,0.03933368,0.04155672,0.04525013,0.03084846,0.03545438,0.03545438
Path741,0.0105133,0.03669536,0.04357009,0.006304007,0.02986966,0.02986966
Path742,0.03321105,0.03157396,0.0423253,0.02753447,0.02630377,0.02630377
Path743,0.02008001,0.04026563,0.06583472,0.001974991,0.02389186,0.02389186
Path744,0.0108812,0.02514059,0.0252972,0.003322913,0.03284308,0.03284308
Path745,0.008685602,0.008731816,0.01276945,0.007701104,0.007331333,0.007331333
Path746,0.01939426,0.03329873,0.04167657,0.01121932,0.02852624,0.02852624
Path747,0.03184616,0.04394219,0.05042168,0.0304864,0.0283126,0.0283126
Path748,-0.002614741,0.01304697,0.02218644,0.001943014,0.02081826,0.02081826
Path749,0.01147334,0.02381003,0.03773635,0.01160048,0.03187846,0.03187846
Path750,0.01187343,0.02725671,0.02908092,0.007249242,0.01643024,0.01643024
Path751,0.03101837,0.03163448,0.04435666,0.02826673,0.02003222,0.02003222
Path752,0.01733197,0.01215388,0.02655282,0.009740187,0.01482235,0.01482235
Path753,-0.003837897,0.0118147,0.000955286,-0.003193924,-0.002637007,-0.002637007
Path754,0.03115303,0.0144279,0.01191977,0.01701804,-0.00554537,-0.00554537
Path755,0.01462425,0.01381594,0.01930109,0.01114036,-1.23656E-06,-1.23656E-06
Path756,0.000742194,0.02740181,0.05053943,0.006328235,0.04009855,0.04009855
Path757,0.003061504,0.01318468,0.004079881,0.007408307,0.000914668,0.000914668
Path758,0.02258241,0.03180287,0.03982817,0.01322244,0.0147157,0.0147157
Path759,0.01861454,0.03513279,0.04192271,0.004899101,0.02514313,0.02514313
Path760,0.000802926,0.01063623,0.02042321,0.002352676,0.01002114,0.01002114
Path761,-0.006502263,0.000195344,0.003662592,-0.006645307,0.004450481,0.004450481
Path762,0.016675,0.05982646,0.04910103,0.006070291,0.03751624,0.03751624
Path763,0.03247662,0.0203089,0.01183273,0.02466373,0.02602909,0.02602909
Path764,0.01796643,0.02522132,0.01572539,0.02598239,0.02438591,0.02438591
Path765,0.01429862,0.03218586,0.05613333,0.002909118,0.03307043,0.03307043
Path766,0.0175794,0.01965373,0.0133303,0.001265746,0.008758914,0.008758914
Path767,0.004969478,0.01303612,0.03453597,0.004620541,-0.001273562,-0.001273562
Path768,0.02271649,0.03474357,0.04124997,0.01349556,0.02468373,0.02468373
Path769,0.01505542,0.0120904,0.02801935,0.007469345,0.00812616,0.00812616
Path770,0.0176032,0.03747274,0.0497888,0.011245,0.04929293,0.04929293
Path771,0.01366207,0.01000384,0.000197816,0.009321588,0.000307217,0.000307217
Path772,0.01110846,0.04565802,0.03685906,0.01443412,0.05283668,0.05283668
Path773,0.02645192,0.01737786,0.01319411,0.009282464,0.000469137,0.000469137
Path774,0.001164573,0.02751413,0.02685085,-0.005256048,0.01733194,0.01733194
Path775,0.01659952,0.03429686,0.03215945,0.01686822,0.04395297,0.04395297
Path776,0.02007401,0.03823952,0.0354585,0.005717614,0.02489703,0.02489703
Path777,0.01315675,0.04118091,0.03733716,0.01417113,0.03475793,0.03475793
Path778,0.02237576,0.04398754,0.06291316,0.01400891,0.04000808,0.04000808
Path779,0.01284552,0.01936112,0.03939689,0.01968091,0.01535578,0.01535578
Path780,0.006315251,0.01829337,0.02803975,0.009282016,0.01476185,0.01476185
Path781,0.003117322,0.009391207,0.03070406,-0.004323395,0.000904041,0.000904041
Path782,0.03599271,0.02131307,0.03701771,0.03533189,0.03258028,0.03258028
Path783,0.02206615,0.04308272,0.03834468,0.01694846,0.04396658,0.04396658
Path784,0.02263871,0.04580445,0.03529639,0.01039277,0.04031905,0.04031905
Path785,0.02886045,0.02772747,0.01442034,0.01595124,0.005789595,0.005789595
Path786,0.01390963,0.03042309,0.03248324,0.01747167,0.0217994,0.0217994
Path787,0.02179929,0.02188351,0.01698693,0.02602428,0.01825353,0.01825353
Path788,0.002745119,0.01596195,0.02315985,0.001967743,0.01662652,0.01662652
Path789,0.01037876,0.01443544,0.02182564,0.01166538,0.01697171,0.01697171
Path790,0.01520879,0.04751994,0.06726894,0.01105916,0.03473818,0.03473818
Path791,0.02747252,0.03108756,0.04605042,0.01731074,0.01298345,0.01298345
Path792,0.01371462,0.0212815,0.03034383,0.01238016,0.03052052,0.03052052
Path793,0.01633106,0.02218662,0.01643561,0.00760273,0.004935256,0.004935256
Path794,0.02976399,0.03100038,0.04508081,0.03939079,0.02107499,0.02107499
Path795,0.02721379,0.02300547,0.04670439,0.02728897,0.027273,0.027273
Path796,0.0260645,0.05065297,0.05437085,0.02070649,0.06553709,0.06553709
Path797,0.01527271,0.02124733,0.03304793,0.009373744,0.007358872,0.007358872
Path798,0.001989983,0.02197033,0.02988283,0.005334245,0.03497337,0.03497337
Path799,0.0106209,0.01641221,0.02524105,-0.000831681,0.005298726,0.005298726
Path800,0.0301597,0.04840113,0.05691184,0.04140297,0.04795322,0.04795322
Path801,0.04691536,0.05279857,0.04258117,0.0182862,0.03839831,0.03839831
Path802,0.02103946,0.03769872,0.03261937,0.00471978,0.02134284,0.02134284
Path803,0.02095198,0.03152823,0.04057487,0.02578972,0.04199029,0.04199029
Path804,0.02476468,0.03677705,0.04833883,0.0200195,0.01948348,0.01948348
Path805,0.01567046,0.03961402,0.03576858,0.005668623,0.02342371,0.02342371
Path806,0.01148806,0.03737713,0.05593006,0.004616616,0.02013644,0.02013644
Path807,0.01609823,0.02095088,0.03147653,0.00930798,0.01196625,0.01196625
Path808,0.02574929,0.0528988,0.03751269,0.004747357,0.01863031,0.01863031
Path809,0.01612832,0.04701518,0.03628902,0.009139854,0.0424385,0.0424385
Path810,0.02222765,0.03278431,0.04965977,0.01593277,0.02492445,0.02492445
Path811,-0.004692147,0.0208561,0.01695214,0.00239103,0.01934805,0.01934805
Path812,0.02678392,0.02845693,0.04354373,0.00634508,0.008829674,0.008829674
Path813,0.01409045,0.0364736,0.02767754,0.01771432,0.02098066,0.02098066
Path814,0.02578981,0.03155691,0.02433511,0.03347226,0.04732092,0.04732092
Path815,0.002593931,0.01072124,0.01465185,0.01167695,0.01345548,0.01345548
Path816,0.020538,0.03800261,0.06702251,0.02217598,0.02544288,0.02544288
Path817,0.01572322,0.01250059,0.01950456,0.01765011,0.01129511,0.01129511
Path818,0.02359026,0.01176784,0.0255044,0.009822586,0.007611473,0.007611473
Path819,0.020175,0.0324426,0.03955628,0.01363643,0.02566875,0.02566875
Path820,0.02040808,0.02473606,0.02339057,0.01634339,0.02473923,0.02473923
Path821,0.004963086,-7.80871E-05,0.01447692,-0.002359958,-0.001389238,-0.001389238
Path822,0.02099218,0.03212105,0.04326973,0.0238045,0.03152085,0.03152085
Path823,0.02219313,0.0577532,0.09079352,0.02045565,0.0553878,0.0553878
Path824,0.02722438,0.02225157,0.03151345,0.02579813,0.01904671,0.01904671
Path825,-0.000918228,0.01190982,0.02258364,0.001602092,0.008410234,0.008410234
Path826,0.03593791,0.05141933,0.06181069,0.02793483,0.04081481,0.04081481
Path827,0.01595657,0.01979556,0.03448144,0.00834784,0.01543258,0.01543258
Path828,0.0216489,0.03881498,0.02984709,0.02264852,0.04101472,0.04101472
Path829,0.03070365,0.02730885,0.02114608,0.02017954,0.01476025,0.01476025
Path830,0.01041255,0.01067151,0.01404174,0.002981723,-0.001255663,-0.001255663
Path831,0.02135554,0.04560769,0.05006452,0.01422794,0.02915494,0.02915494
Path832,0.003414794,0.02894075,0.02127337,0.001270399,0.02705925,0.02705925
Path833,0.01071342,0.05453952,0.03862259,0.004333403,0.04877958,0.04877958
Path834,-0.006912279,-4.56592E-05,-0.000889239,-0.006709993,0.004544448,0.004544448
Path835,0.006879198,0.02336402,0.03299567,-0.003828871,0.01937741,0.01937741
Path836,0.007161458,0.02251571,0.02816704,0.00675881,0.01867031,0.01867031
Path837,0.00215167,0.03437302,0.02984108,-0.01007091,0.02418919,0.02418919
Path838,0.03216759,0.0396309,0.02864436,0.02781583,0.0261252,0.0261252
Path839,0.009636626,0.01618494,0.03312647,0.01338596,0.03181831,0.03181831
Path840,-0.000734098,0.03286598,0.02221747,-0.007817102,0.02335176,0.02335176
Path841,0.02137186,0.02447011,0.02221445,0.004539157,0.01785279,0.01785279
Path842,0.01853147,0.02963531,0.01820198,0.01396836,0.03935392,0.03935392
Path843,0.01890629,0.008215704,0.00651124,0.009104845,0.01253137,0.01253137
Path844,0.02530253,0.01553226,0.01935975,0.01901526,0.009124339,0.009124339
Path845,0.01097976,0.02202649,0.0281136,-0.000191291,0.002891343,0.002891343
Path846,0.00815982,-0.003882056,0.01242122,0.008474542,-0.009512034,-0.009512034
Path847,0.02918641,0.0228315,0.02106769,0.01119033,0.008922412,0.008922412
Path848,0.01761212,0.03050284,0.04156495,0.01323415,0.01442158,0.01442158
Path849,0.01597126,0.02011081,0.03712109,0.02479031,0.02967574,0.02967574
Path850,0.02345665,0.01109843,0.007439665,0.0188499,0.00802124,0.00802124
Path851,0.04012618,0.03103034,0.05412279,0.02568018,0.01549815,0.01549815
Path852,0.03304503,0.03731325,0.04361482,0.03940142,0.03878306,0.03878306
Path853,0.02617977,0.04438036,0.03780074,0.02893475,0.05102391,0.05102391
Path854,0.02805776,0.02783604,0.02643077,0.02674884,0.02603529,0.02603529
Path855,0.02687841,0.03753607,0.03237245,0.02935743,0.03643946,0.03643946
Path856,0.000317621,0.03003659,0.03340085,0.008300481,0.02671651,0.02671651
Path857,0.02183998,0.01497704,0.0622863,0.02439926,0.02120168,0.02120168
Path858,0.01224391,0.02894225,0.02306442,-0.002983578,0.01865832,0.01865832
Path859,0.01121471,0.01239815,0.02729619,0.009774976,0.006131736,0.006131736
Path860,0.01838897,0.0235365,0.03053524,0.02991924,0.03177589,0.03177589
Path861,0.01599556,0.02651733,0.02360317,0.0209365,0.02523421,0.02523421
Path862,0.004621872,0.006447971,0.01833032,-0.003352188,0.005058185,0.005058185
Path863,0.003855516,0.004490899,0.01768467,0.005116332,0.002816965,0.002816965
Path864,0.01708389,0.03412618,0.03376465,0.01595915,0.04068872,0.04068872
Path865,0.02939422,0.03938554,0.04828248,0.0231134,0.03826781,0.03826781
Path866,0.02316894,0.034586,0.03122661,0.0195763,0.013417,0.013417
Path867,0.01692157,0.0181564,0.02244108,0.01345784,0.007028494,0.007028494
Path868,0.02329807,0.02930598,0.04494495,0.004692219,0.005492046,0.005492046
Path869,0.04508016,0.04133623,0.02566795,0.03481014,0.0330332,0.0330332
Path870,0.03624659,0.04342788,0.06105754,0.0386742,0.05241214,0.05241214
Path871,0.04496367,0.0129903,0.03468568,0.03458137,0.01410943,0.01410943
Path872,0.0129507,0.01221359,0.02242492,0.006264584,-0.001763728,-0.001763728
Path873,0.02027546,0.02880369,0.02222571,0.009684798,0.009211708,0.009211708
Path874,0.01619277,-0.002956801,-0.00708577,0.00654129,-0.001246454,-0.001246454
Path875,0.008860192,0.008067178,0.0397048,0.007715461,-0.001411564,-0.001411564
Path876,0.03517894,0.04079393,0.03428961,0.0269718,0.04295468,0.04295468
Path877,0.03671795,0.04685803,0.04812554,0.02976607,0.04669225,0.04669225
Path878,0.0218598,0.0167758,0.00692692,0.01744757,0.01924566,0.01924566
Path879,0.02246293,0.02307229,0.03927437,0.01466469,0.01089835,0.01089835
Path880,0.01232533,0.009199006,0.01596046,0.007025637,0.005418781,0.005418781
Path881,0.02262889,0.01668848,0.03006632,0.008481802,0.004398666,0.004398666
Path882,0.01004838,0.004158546,0.001180694,0.007891271,0.005080358,0.005080358
Path883,0.03994244,0.05444263,0.0494059,0.02474379,0.03291552,0.03291552
Path884,0.00959416,0.02384494,0.02750393,0.009211509,0.02412488,0.02412488
Path885,0.01849025,0.03020154,0.03998176,0.01489089,0.01693639,0.01693639
Path886,0.02137606,0.01175273,0.03639334,0.02563789,0.02059961,0.02059961
Path887,0.01112114,0.01958863,0.03750673,0.01038978,0.014146,0.014146
Path888,0.007602642,0.01374018,0.02352851,0.004101492,0.01715351,0.01715351
Path889,0.0215418,0.03134656,0.02819372,0.01790896,0.01620498,0.01620498
Path890,0.0385305,0.06266026,0.05203738,0.03782987,0.05265861,0.05265861
Path891,0.02321341,0.03295436,0.04495328,0.02125737,0.03234432,0.03234432
Path892,0.02206169,0.05917974,0.06990374,0.01736854,0.03732197,0.03732197
Path893,0.01843241,0.03603728,0.03118324,0.01740885,0.03770296,0.03770296
Path894,0.00561968,0.000302688,-0.002749952,-0.003555748,-0.01192411,-0.01192411
Path895,0.01131144,0.03022847,0.01697534,0.004404099,0.03950191,0.03950191
Path896,0.001223639,0.02331537,0.02635961,0.008483661,0.03222707,0.03222707
Path897,0.0159915,0.01641049,0.03328217,0.01076091,0.01175498,0.01175498
Path898,0.02387972,0.03820937,0.05819353,0.02511757,0.03778277,0.03778277
Path899,0.02515929,0.02722721,0.006993305,0.01046567,0.01156814,0.01156814
Path900,0.0245187,0.03459865,0.04352409,0.009020603,0.01308122,0.01308122
Path901,0.0134192,4.97024E-06,0.00642186,0.01405202,-0.001694717,-0.001694717
Path902,0.02681101,0.03283627,0.02950656,0.01361962,0.02435319,0.02435319
Path903,0.04013989,0.04613088,0.03767824,0.03574116,0.04433782,0.04433782
Path904,0.03290743,0.03131731,0.04661956,0.04257946,0.03905313,0.03905313
Path905,0.02759993,0.02883828,0.03765926,0.01766103,0.01971675,0.01971675
Path906,0.004694928,0.02801687,0.03292016,-0.002146992,0.02332872,0.02332872
Path907,0.02242831,0.02748462,0.02032127,0.007477591,0.01781595,0.01781595
Path908,0.01871751,0.01636326,0.02471142,0.02276456,0.01072488,0.01072488
Path909,0.005803769,0.01834142,0.02325792,0.00178302,0.011006,0.011006
Path910,0.02134464,0.0263892,0.01161106,0.01168377,0.006974872,0.006974872
Path911,0.01401891,0.02411355,0.009332987,0.01002331,0.02208592,0.02208592
Path912,0.0209766,0.009987387,0.01504622,0.0231288,0.006618261,0.006618261
Path913,0.008870754,0.03414562,0.02358995,-0.002560601,0.0332472,0.0332472
Path914,0.02355014,0.0118417,0.01369953,0.01970516,0.005978577,0.005978577
Path915,0.02752719,0.02320108,0.02623401,0.002638335,0.003172445,0.003172445
Path916,0.007680016,0.03131055,0.02562277,0.01208849,0.02562177,0.02562177
Path917,0.02070591,0.01940888,0.01980085,0.02133052,0.01676937,0.01676937
Path918,0.01530622,0.02553088,0.04244276,0.01827339,0.03775815,0.03775815
Path919,0.01169737,0.01379189,0.04234129,0.007355142,0.005289226,0.005289226
Path920,0.01556318,0.02544176,0.04623804,0.01053222,0.02794373,0.02794373
Path921,0.01684647,0.02511039,0.03447688,0.01725774,0.02004412,0.02004412
Path922,-0.006122068,0.001566897,0.01456703,-0.01412077,-0.01138408,-0.01138408
Path923,0.01131719,0.02240525,0.02923744,0.002459687,0.01264844,0.01264844
Path924,0.00943019,0.03286903,0.01708092,0.004319905,0.01628454,0.01628454
Path925,0.01804026,0.02316412,0.02697351,0.02238757,0.01713092,0.01713092
Path926,0.02267708,0.02687951,0.04616272,0.0115727,0.03229635,0.03229635
Path927,0.02690786,0.04540684,0.03190243,0.03215697,0.05081914,0.05081914
Path928,0.01670729,0.01949782,0.01876673,0.01707974,0.01287225,0.01287225
Path929,0.03019425,0.0201396,0.03154331,0.02383861,0.01975278,0.01975278
Path930,0.008844719,0.01380652,0.04087635,0.008797953,0.01126954,0.01126954
Path931,0.01908533,0.02096013,0.02977344,0.0232269,0.02111467,0.02111467
Path932,0.01516673,0.02591494,0.02503536,0.0063776,0.01709301,0.01709301
Path933,0.02376212,0.03444133,0.0448944,0.01874866,0.02201613,0.02201613
Path934,0.02244604,0.01351282,0.01565867,0.0183125,-0.000465881,-0.000465881
Path935,0.000410572,0.01249026,0.04983089,0.005458085,0.01019293,0.01019293
Path936,0.01139198,0.006621745,-0.001362854,0.01391969,0.02077812,0.02077812
Path937,0.02391409,0.003387239,0.01985517,0.01583813,0.008931681,0.008931681
Path938,0.02746334,0.02869297,0.03218421,0.01806579,0.01515672,0.01515672
Path939,0.01724232,0.0322825,0.04160484,0.01314284,0.02033365,0.02033365
Path940,0.02253161,0.02486527,0.01403804,0.01453286,0.02210164,0.02210164
Path941,0.01395974,0.01723064,0.02912756,0.006914199,0.008644354,0.008644354
Path942,0.03299231,0.03297166,0.05223537,0.03126542,0.02970911,0.02970911
Path943,0.01411398,0.01722829,0.03002499,0.01803459,0.01621606,0.01621606
Path944,0.04013512,0.03355928,0.03018755,0.03305399,0.01872602,0.01872602
Path945,0.01231437,0.03408252,0.06022493,0.006720467,0.02474788,0.02474788
Path946,0.007269572,0.01095351,0.04129987,0.005201003,-0.001301643,-0.001301643
Path947,0.01242387,0.01369944,0.03165755,0.01671635,0.01740174,0.01740174
Path948,0.03112426,0.04918815,0.04339905,0.01238216,0.02812997,0.02812997
Path949,0.01154528,0.02805527,0.01258419,0.02685272,0.02201671,0.02201671
Path950,0.03466927,0.04046171,0.04358791,0.02697499,0.04390764,0.04390764
Path951,0.01418088,0.02370528,0.04709158,0.01291803,0.02113826,0.02113826
Path952,0.02502581,0.03163822,0.04742003,0.01906942,0.02467989,0.02467989
Path953,0.02624368,0.01904601,0.02599246,0.02203564,0.005724004,0.005724004
Path954,0.006099916,0.006835965,0.01818335,-0.000716127,-0.01058782,-0.01058782
Path955,0.01412718,0.0347385,0.02046194,0.006302189,0.02398103,0.02398103
Path956,0.03078858,0.04040003,0.04414442,0.03892927,0.04746772,0.04746772
Path957,0.03533873,0.02243807,0.04059433,0.03133971,0.02253237,0.02253237
Path958,0.02528174,0.03726659,0.04940988,0.02333311,0.02992852,0.02992852
Path959,0.01851458,0.03349316,0.04034019,0.01835569,0.04355867,0.04355867
Path960,0.02160248,0.04030527,0.0563484,0.008715415,0.01962509,0.01962509
Path961,0.02144156,0.02395848,0.03519868,0.009649705,0.002580007,0.002580007
Path962,0.009486261,0.01636576,0.01845116,0.000904665,0.009322524,0.009322524
Path963,0.02425543,0.03353266,0.03144513,0.01503729,0.02984977,0.02984977
Path964,0.01293812,0.01408107,0.01359966,0.01337468,0.01230531,0.01230531
Path965,0.01329071,0.02060115,0.03375059,0.009003529,0.0182584,0.0182584
Path966,0.00711332,0.04123618,0.02786977,0.002325008,0.02381276,0.02381276
Path967,0.02108508,0.02774969,0.02909926,-0.000266196,0.01820257,0.01820257
Path968,0.02111538,0.04711866,0.05140784,0.02224069,0.03088438,0.03088438
Path969,0.02847966,0.03091446,0.0444977,0.03725448,0.03145263,0.03145263
Path970,0.01110677,0.009249378,0.01992794,0.01369914,0.02763348,0.02763348
Path971,0.00632438,0.01852597,0.02708096,0.01843022,0.02683576,0.02683576
Path972,0.01275619,-0.003980179,0.01972436,0.008099734,-0.002340113,-0.002340113
Path973,0.02070823,0.01374829,0.01345233,0.01476509,0.004962496,0.004962496
Path974,0.00667805,0.02475145,0.04282113,0.00347839,0.02970196,0.02970196
Path975,0.01849357,0.02013164,0.0425535,0.0233074,0.0369,0.0369
Path976,0.0269447,0.03981724,0.03652441,0.02406661,0.03365742,0.03365742
Path977,0.02690566,0.04195739,0.0523252,0.01837957,0.01913321,0.01913321
Path978,0.0128324,0.006233096,0.03054456,0.02733385,0.02008402,0.02008402
Path979,0.008967408,0.03420608,0.046377,0.01691538,0.02590934,0.02590934
Path980,0.02094423,0.04005205,0.03163728,0.02161037,0.04590114,0.04590114
Path981,0.02652783,0.02946958,0.03457745,0.02858821,0.02211259,0.02211259
Path982,0.008735564,0.01312396,0.02243168,0.000226194,0.006655115,0.006655115
Path983,0.03969153,0.03937422,0.02962223,0.04286868,0.03953028,0.03953028
Path984,0.02509149,0.02756343,0.04701004,0.01465931,0.02041205,0.02041205
Path985,0.02505578,0.02550918,0.03726888,0.03128776,0.02911713,0.02911713
Path986,0.01561306,0.03345395,0.04738614,0.02138912,0.0480632,0.0480632
Path987,0.008929791,0.02114224,0.03579049,0.001424366,0.01721951,0.01721951
Path988,0.02362438,0.03003287,0.02793821,0.02485179,0.02993096,0.02993096
Path989,0.02333149,0.04494171,0.06444275,0.02854677,0.05828979,0.05828979
Path990,0.01182013,0.01818262,0.03326999,0.004116485,0.008701491,0.008701491
Path991,0.007532869,0.01809559,0.02566583,0.02255539,0.01977845,0.01977845
Path992,0.02406001,0.01245364,0.00853438,0.0267614,0.004143483,0.004143483
Path993,0.01730997,0.02289714,0.01023433,0.01931764,0.03146652,0.03146652
Path994,0.00469027,0.009618991,0.0203028,0.005388014,0.01391526,0.01391526
Path995,0.01752451,0.04089544,0.02193535,0.01141874,0.03617182,0.03617182
Path996,0.0238272,0.04358032,0.04209996,0.01359954,0.0215418,0.0215418
Path997,0.0115638,0.01243804,0.02113437,0.001213586,-0.001006475,-0.001006475
Path998,0.01221937,0.01091855,0.03047469,0.005002507,0.006026499,0.006026499
Path999,0.02229412,0.0397763,0.03319759,0.01999357,0.02982234,0.02982234
Path1000,0.02193764,0.02124475,0.02702788,0.03142845,0.02842477,0.02842477
